id_student,code_module,code_presentation,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_score,total_clicks,active_days
514824,BBB,2013J,0-35,1,60,N,Withdrawn,,,
514864,BBB,2013J,0-35,0,60,N,Pass,78.9090909090909,1790.0,198.0
515203,BBB,2013J,0-35,0,180,N,Fail,59.25,81.0,7.0
515209,BBB,2013J,35-55,0,120,N,Withdrawn,,,
515417,BBB,2013J,35-55,0,180,N,Fail,,23.0,6.0
515646,BBB,2013J,0-35,0,60,N,Pass,83.0,1919.0,75.0
515676,BBB,2013J,0-35,0,60,N,Pass,69.0,289.0,33.0
516055,BBB,2013J,0-35,0,120,N,Withdrawn,,,
516165,BBB,2013J,0-35,0,60,N,Withdrawn,,2.0,1.0
516212,BBB,2013J,0-35,0,60,N,Withdrawn,,,
516214,BBB,2013J,0-35,0,150,N,Withdrawn,,158.0,6.0
516364,BBB,2013J,35-55,0,60,N,Withdrawn,87.0909090909091,345.0,28.0
516447,BBB,2013J,0-35,2,120,N,Withdrawn,,1.0,1.0
516926,BBB,2013J,0-35,0,60,Y,Fail,70.28571428571429,130.0,22.0
517000,BBB,2013J,35-55,2,60,N,Distinction,91.63636363636364,4243.0,206.0
517016,BBB,2013J,0-35,0,60,Y,Fail,,18.0,3.0
517075,BBB,2013J,0-35,0,120,N,Withdrawn,,,
517231,BBB,2013J,35-55,0,60,N,Pass,89.1,4964.0,188.0
517352,BBB,2013J,0-35,0,60,N,Pass,89.81818181818181,720.0,62.0
517553,BBB,2013J,0-35,1,60,N,Withdrawn,92.8,103.0,6.0
517922,BBB,2013J,0-35,0,60,N,Withdrawn,,,
518029,BBB,2013J,0-35,1,60,N,Withdrawn,,74.0,15.0
518126,BBB,2013J,0-35,1,120,N,Pass,66.22222222222223,228.0,26.0
518223,BBB,2013J,0-35,1,60,Y,Pass,63.54545454545455,528.0,94.0
518258,BBB,2013J,0-35,0,60,N,Distinction,75.45454545454545,4280.0,170.0
518496,BBB,2013J,35-55,0,60,Y,Pass,90.0,547.0,77.0
519294,BBB,2013J,0-35,0,60,N,Pass,77.3,428.0,37.0
519584,BBB,2013J,0-35,0,60,N,Pass,77.9090909090909,1118.0,96.0
519622,BBB,2013J,0-35,1,180,Y,Fail,87.875,104.0,18.0
519751,BBB,2013J,0-35,0,60,N,Withdrawn,,,
519945,BBB,2013J,35-55,0,60,N,Withdrawn,,17.0,3.0
520002,BBB,2013J,0-35,0,120,N,Pass,89.0909090909091,4620.0,205.0
520006,BBB,2013J,35-55,0,60,N,Distinction,92.27272727272727,213.0,20.0
520024,BBB,2013J,0-35,0,60,N,Withdrawn,59.30769230769231,323.0,25.0
520100,BBB,2013J,0-35,0,60,N,Fail,67.0,16.0,5.0
520153,BBB,2013J,0-35,0,240,N,Withdrawn,,8.0,1.0
520286,BBB,2013J,35-55,0,60,N,Distinction,86.18181818181819,766.0,97.0
520325,BBB,2013J,0-35,0,60,N,Fail,76.9090909090909,300.0,35.0
521209,BBB,2013J,0-35,0,120,N,Withdrawn,,,
521341,BBB,2013J,35-55,0,120,Y,Pass,82.0,2277.0,173.0
521456,BBB,2013J,0-35,0,60,N,Withdrawn,,,
521509,BBB,2013J,0-35,0,120,N,Pass,70.83333333333333,176.0,26.0
521590,BBB,2013J,0-35,0,60,N,Pass,90.81818181818181,2691.0,130.0
521666,BBB,2013J,0-35,1,120,N,Fail,,1.0,1.0
521895,BBB,2013J,0-35,0,120,N,Pass,73.44444444444444,144.0,19.0
521957,BBB,2013J,0-35,2,120,N,Withdrawn,60.76923076923077,267.0,40.0
522426,BBB,2013J,35-55,0,60,N,Pass,80.0,1515.0,106.0
522434,BBB,2013J,35-55,0,60,N,Pass,76.0909090909091,1162.0,108.0
522441,BBB,2013J,35-55,0,60,N,Pass,85.36363636363636,294.0,26.0
522443,BBB,2013J,35-55,0,120,N,Fail,84.0,375.0,32.0
522446,BBB,2013J,35-55,0,60,N,Pass,79.0909090909091,7505.0,205.0
522529,BBB,2013J,35-55,0,60,N,Pass,84.54545454545455,1274.0,91.0
522622,BBB,2013J,0-35,1,120,N,Pass,60.5,21.0,2.0
522650,BBB,2013J,0-35,0,60,N,Withdrawn,80.0,42.0,7.0
522714,BBB,2013J,0-35,0,60,N,Pass,90.18181818181819,1573.0,134.0
522792,BBB,2013J,0-35,0,60,N,Pass,83.55555555555556,2915.0,139.0
522889,BBB,2013J,0-35,0,60,N,Fail,85.0,629.0,45.0
522891,BBB,2013J,35-55,0,60,N,Pass,86.54545454545455,770.0,72.0
522894,BBB,2013J,35-55,0,120,N,Pass,89.45454545454545,1707.0,131.0
522899,BBB,2013J,35-55,0,120,N,Fail,88.72727272727273,1561.0,109.0
523331,BBB,2013J,35-55,0,60,N,Fail,,7.0,1.0
523398,BBB,2013J,0-35,1,60,N,Fail,,,
523466,BBB,2013J,0-35,0,180,N,Pass,79.54545454545455,656.0,86.0
523545,BBB,2013J,0-35,0,60,N,Pass,82.27272727272727,440.0,37.0
523655,BBB,2013J,0-35,0,60,N,Pass,70.75,258.0,29.0
523757,BBB,2013J,35-55,1,60,N,Fail,38.5,54.0,14.0
523857,BBB,2013J,0-35,0,120,Y,Pass,74.83333333333333,2588.0,156.0
523875,BBB,2013J,35-55,0,60,N,Distinction,86.81818181818181,5258.0,178.0
523885,BBB,2013J,0-35,0,60,N,Withdrawn,,,
523928,BBB,2013J,35-55,0,60,N,Pass,74.18181818181819,2190.0,129.0
524076,BBB,2013J,0-35,0,60,N,Fail,60.0,22.0,2.0
524496,BBB,2013J,35-55,1,60,N,Fail,,111.0,5.0
524790,BBB,2013J,35-55,0,60,N,Distinction,95.0,6539.0,240.0
525877,BBB,2013J,0-35,2,60,Y,Withdrawn,54.333333333333336,274.0,29.0
525885,BBB,2013J,0-35,1,60,N,Fail,83.66666666666667,505.0,41.0
525974,BBB,2013J,0-35,0,60,N,Distinction,89.72727272727273,2596.0,138.0
526088,BBB,2013J,0-35,0,60,N,Fail,74.28571428571429,102.0,11.0
526177,BBB,2013J,0-35,0,75,N,Pass,87.22222222222223,168.0,29.0
526506,BBB,2013J,0-35,2,60,N,Withdrawn,80.66666666666667,408.0,26.0
526810,BBB,2013J,0-35,0,60,N,Withdrawn,88.85714285714286,801.0,52.0
527393,BBB,2013J,0-35,0,60,N,Pass,72.0,815.0,68.0
527580,BBB,2013J,0-35,0,60,N,Pass,84.81818181818181,1014.0,98.0
527636,BBB,2013J,0-35,1,120,N,Fail,73.14285714285714,441.0,49.0
527689,BBB,2013J,0-35,0,60,N,Withdrawn,,,
527799,BBB,2013J,35-55,1,60,N,Fail,46.90909090909091,1071.0,119.0
528056,BBB,2013J,0-35,1,60,N,Fail,75.0,43.0,2.0
528204,BBB,2013J,0-35,0,60,N,Withdrawn,,33.0,4.0
528464,BBB,2013J,0-35,2,60,N,Pass,65.81818181818181,251.0,14.0
528642,BBB,2013J,0-35,0,390,N,Withdrawn,,134.0,15.0
529000,BBB,2013J,0-35,0,60,Y,Fail,,28.0,3.0
529163,BBB,2013J,0-35,1,60,N,Withdrawn,,12.0,1.0
529597,BBB,2013J,0-35,0,120,Y,Fail,38.5,109.0,9.0
529795,BBB,2013J,0-35,0,60,N,Fail,72.66666666666667,115.0,8.0
530021,BBB,2013J,0-35,0,60,N,Fail,61.666666666666664,598.0,32.0
530112,BBB,2013J,0-35,1,60,N,Fail,80.0909090909091,3.0,2.0
530487,BBB,2013J,0-35,0,60,N,Pass,90.0,1621.0,132.0
530514,BBB,2013J,0-35,0,60,Y,Pass,82.77777777777777,218.0,36.0
530753,BBB,2013J,0-35,0,60,Y,Fail,75.0,240.0,29.0
530841,BBB,2013J,0-35,0,60,N,Pass,81.54545454545455,1731.0,124.0
531287,BBB,2013J,35-55,0,60,N,Withdrawn,,,
531384,BBB,2013J,0-35,0,60,N,Pass,68.0,4370.0,205.0
531643,BBB,2013J,35-55,0,60,N,Distinction,92.1,3134.0,218.0
532114,BBB,2013J,35-55,0,60,N,Withdrawn,60.2,80.0,10.0
532335,BBB,2013J,0-35,0,60,N,Pass,83.27272727272727,1993.0,106.0
532477,BBB,2013J,35-55,0,60,N,Pass,84.2,4728.0,163.0
532615,BBB,2013J,35-55,0,120,N,Distinction,84.72727272727273,601.0,47.0
532739,BBB,2013J,0-35,0,60,N,Pass,69.0,221.0,8.0
532750,BBB,2013J,0-35,0,60,N,Distinction,85.45454545454545,379.0,39.0
532839,BBB,2013J,0-35,1,60,N,Fail,73.5,1156.0,64.0
532868,BBB,2013J,0-35,0,60,N,Fail,83.0,2775.0,167.0
532869,BBB,2013J,0-35,0,60,N,Pass,87.81818181818181,714.0,105.0
533091,BBB,2013J,35-55,0,60,N,Distinction,85.0,146.0,11.0
533164,BBB,2013J,0-35,1,60,N,Withdrawn,76.0,93.0,13.0
533301,BBB,2013J,0-35,0,60,Y,Pass,84.63636363636364,165.0,15.0
533414,BBB,2013J,0-35,1,120,N,Withdrawn,,34.0,3.0
533449,BBB,2013J,0-35,0,60,N,Withdrawn,,11.0,3.0
534133,BBB,2013J,0-35,0,60,N,Pass,72.0909090909091,2003.0,101.0
534323,BBB,2013J,35-55,0,60,N,Pass,75.1,500.0,37.0
534816,BBB,2013J,0-35,1,60,N,Fail,74.81818181818181,198.0,25.0
534946,BBB,2013J,0-35,0,60,N,Pass,70.18181818181819,265.0,28.0
534998,BBB,2013J,0-35,1,60,N,Pass,73.18181818181819,1426.0,160.0
535168,BBB,2013J,0-35,0,120,N,Withdrawn,,,
535269,BBB,2013J,0-35,1,60,N,Fail,73.0,470.0,41.0
535379,BBB,2013J,0-35,0,60,N,Pass,73.33333333333333,377.0,29.0
535833,BBB,2013J,0-35,0,60,N,Pass,77.36363636363636,274.0,22.0
536318,BBB,2013J,35-55,0,120,N,Pass,79.27272727272727,628.0,60.0
536409,BBB,2013J,0-35,0,120,N,Withdrawn,,,
536487,BBB,2013J,0-35,1,60,N,Withdrawn,,28.0,6.0
536632,BBB,2013J,0-35,0,60,N,Pass,79.0,158.0,19.0
536649,BBB,2013J,35-55,0,60,N,Fail,86.36363636363636,434.0,33.0
536660,BBB,2013J,0-35,0,60,N,Pass,63.8,334.0,31.0
536663,BBB,2013J,35-55,0,60,N,Withdrawn,64.0,89.0,8.0
536664,BBB,2013J,35-55,0,60,N,Fail,,,
536666,BBB,2013J,0-35,0,60,N,Pass,73.9,206.0,27.0
536852,BBB,2013J,0-35,0,60,N,Fail,66.1,445.0,55.0
536992,BBB,2013J,0-35,0,60,N,Pass,78.5,324.0,30.0
537271,BBB,2013J,0-35,0,120,N,Fail,84.66666666666667,27.0,8.0
538210,BBB,2013J,0-35,0,60,N,Pass,84.0,323.0,22.0
539299,BBB,2013J,0-35,1,60,N,Withdrawn,,,
539414,BBB,2013J,0-35,0,60,N,Withdrawn,,2.0,1.0
539426,BBB,2013J,35-55,1,60,N,Fail,,23.0,3.0
539670,BBB,2013J,35-55,0,120,N,Fail,44.5,20.0,5.0
540005,BBB,2013J,0-35,1,60,N,Pass,89.33333333333333,5.0,1.0
540249,BBB,2013J,35-55,0,120,N,Fail,54.44444444444444,836.0,100.0
540293,BBB,2013J,35-55,0,60,N,Pass,79.54545454545455,457.0,57.0
540521,BBB,2013J,0-35,0,75,N,Pass,75.0,303.0,32.0
540602,BBB,2013J,0-35,0,60,N,Pass,93.0,406.0,64.0
540682,BBB,2013J,0-35,0,60,N,Pass,90.0,1997.0,98.0
541171,BBB,2013J,0-35,0,120,N,Withdrawn,62.666666666666664,857.0,63.0
541274,BBB,2013J,35-55,1,60,N,Distinction,91.36363636363636,856.0,83.0
541586,BBB,2013J,35-55,0,60,N,Distinction,85.36363636363636,2555.0,186.0
541702,BBB,2013J,0-35,0,120,N,Distinction,79.0909090909091,523.0,58.0
541842,BBB,2013J,0-35,0,60,N,Withdrawn,,,
542296,BBB,2013J,35-55,1,60,N,Pass,66.63636363636364,1330.0,86.0
542472,BBB,2013J,0-35,0,90,N,Fail,,7.0,1.0
542562,BBB,2013J,0-35,1,270,Y,Withdrawn,64.7,1418.0,131.0
542574,BBB,2013J,0-35,0,60,N,Distinction,93.81818181818181,475.0,45.0
542707,BBB,2013J,0-35,0,60,N,Fail,81.63636363636364,666.0,57.0
543021,BBB,2013J,35-55,0,60,N,Withdrawn,83.0,172.0,14.0
543199,BBB,2013J,0-35,1,90,N,Withdrawn,,,
543279,BBB,2013J,0-35,0,60,N,Fail,56.8,191.0,20.0
543418,BBB,2013J,0-35,0,60,N,Withdrawn,65.83333333333333,52.0,5.0
543428,BBB,2013J,35-55,1,60,N,Pass,76.81818181818181,2295.0,101.0
544122,BBB,2013J,0-35,0,60,N,Distinction,87.18181818181819,567.0,60.0
544627,BBB,2013J,0-35,1,60,N,Fail,64.28571428571429,460.0,27.0
545200,BBB,2013J,35-55,0,60,N,Pass,82.0909090909091,226.0,38.0
545247,BBB,2013J,0-35,0,60,N,Fail,,,
545297,BBB,2013J,0-35,0,60,Y,Fail,75.0,32.0,6.0
545298,BBB,2013J,0-35,0,60,N,Pass,74.55555555555556,168.0,21.0
545443,BBB,2013J,0-35,0,60,N,Pass,75.81818181818181,302.0,27.0
545462,BBB,2013J,35-55,0,60,N,Pass,81.81818181818181,5375.0,243.0
545521,BBB,2013J,35-55,1,60,Y,Withdrawn,,26.0,4.0
546124,BBB,2013J,0-35,0,120,N,Withdrawn,,,
546195,BBB,2013J,0-35,0,150,N,Fail,55.0,,
546196,BBB,2013J,0-35,0,120,Y,Pass,79.54545454545455,556.0,42.0
546941,BBB,2013J,0-35,1,60,N,Distinction,81.63636363636364,790.0,75.0
547266,BBB,2013J,35-55,0,60,N,Withdrawn,,,
547311,BBB,2013J,35-55,0,60,N,Fail,62.72727272727273,756.0,60.0
547718,BBB,2013J,0-35,0,60,N,Withdrawn,80.875,545.0,51.0
547755,BBB,2013J,35-55,1,120,N,Withdrawn,55.0,1120.0,28.0
547979,BBB,2013J,0-35,0,120,N,Withdrawn,,12.0,2.0
548197,BBB,2013J,0-35,0,60,N,Pass,72.54545454545455,636.0,51.0
548899,BBB,2013J,0-35,0,60,N,Pass,78.63636363636364,386.0,44.0
549129,BBB,2013J,0-35,1,60,N,Pass,84.36363636363636,322.0,22.0
549226,BBB,2013J,0-35,0,60,N,Fail,79.0,274.0,28.0
549445,BBB,2013J,35-55,0,75,N,Pass,72.45454545454545,889.0,40.0
549586,BBB,2013J,35-55,0,60,N,Pass,73.9090909090909,272.0,18.0
549745,BBB,2013J,0-35,0,120,N,Withdrawn,86.5,290.0,22.0
549873,BBB,2013J,0-35,1,60,N,Fail,62.0,420.0,25.0
549918,BBB,2013J,0-35,0,60,N,Fail,77.27272727272727,7195.0,223.0
550412,BBB,2013J,0-35,0,60,N,Pass,85.0909090909091,198.0,16.0
550559,BBB,2013J,0-35,0,60,N,Withdrawn,79.0,118.0,8.0
550880,BBB,2013J,0-35,1,60,N,Distinction,93.3,495.0,60.0
550941,BBB,2013J,0-35,1,120,Y,Pass,72.6,1630.0,72.0
551031,BBB,2013J,35-55,0,60,N,Fail,88.63636363636364,859.0,81.0
551136,BBB,2013J,0-35,0,60,N,Withdrawn,,11.0,3.0
551205,BBB,2013J,0-35,1,60,N,Pass,66.81818181818181,120.0,17.0
551219,BBB,2013J,0-35,0,90,N,Pass,81.0,791.0,113.0
551234,BBB,2013J,35-55,0,60,N,Pass,81.0,8226.0,238.0
551347,BBB,2013J,0-35,1,60,N,Pass,87.5,563.0,44.0
551515,BBB,2013J,0-35,0,180,N,Withdrawn,78.54545454545455,1088.0,105.0
551628,BBB,2013J,0-35,0,120,Y,Withdrawn,,40.0,4.0
551802,BBB,2013J,0-35,0,60,N,Fail,79.63636363636364,487.0,38.0
551836,BBB,2013J,0-35,0,60,N,Pass,78.27272727272727,471.0,59.0
552116,BBB,2013J,0-35,0,60,N,Pass,76.72727272727273,623.0,72.0
552177,BBB,2013J,0-35,0,60,N,Fail,70.0,29.0,4.0
552205,BBB,2013J,0-35,1,60,N,Pass,71.77777777777777,1046.0,80.0
552339,BBB,2013J,0-35,0,60,N,Pass,80.36363636363636,2461.0,168.0
552399,BBB,2013J,0-35,0,60,Y,Distinction,88.63636363636364,969.0,104.0
552515,BBB,2013J,35-55,0,120,N,Pass,87.27272727272727,93.0,5.0
552622,BBB,2013J,35-55,1,60,N,Pass,80.54545454545455,2518.0,144.0
552865,BBB,2013J,0-35,0,60,N,Withdrawn,,2.0,2.0
552883,BBB,2013J,0-35,0,120,N,Fail,58.0,54.0,6.0
553078,BBB,2013J,0-35,0,60,N,Pass,81.5,275.0,20.0
553556,BBB,2013J,0-35,0,120,N,Withdrawn,,,
553825,BBB,2013J,0-35,0,120,N,Pass,72.5,106.0,13.0
553856,BBB,2013J,0-35,0,60,N,Pass,84.54545454545455,1113.0,107.0
553893,BBB,2013J,0-35,0,180,N,Fail,56.0,25.0,7.0
554243,BBB,2013J,0-35,0,60,N,Fail,81.77777777777777,621.0,58.0
554297,BBB,2013J,0-35,0,120,N,Fail,41.0,201.0,15.0
554314,BBB,2013J,35-55,0,120,N,Fail,86.85714285714286,603.0,29.0
554540,BBB,2013J,0-35,0,120,N,Pass,85.18181818181819,834.0,102.0
555061,BBB,2013J,0-35,0,90,Y,Fail,68.0,60.0,12.0
555346,BBB,2013J,0-35,0,60,Y,Pass,93.36363636363636,798.0,75.0
555614,BBB,2013J,35-55,1,60,N,Distinction,89.0,2329.0,171.0
555721,BBB,2013J,35-55,0,60,N,Pass,87.0909090909091,1468.0,84.0
555789,BBB,2013J,35-55,0,60,N,Withdrawn,,,
556062,BBB,2013J,0-35,0,60,N,Fail,45.5,61.0,6.0
556089,BBB,2013J,0-35,0,60,N,Distinction,88.2,375.0,34.0
556175,BBB,2013J,35-55,1,60,N,Pass,67.81818181818181,225.0,29.0
556228,BBB,2013J,35-55,0,60,N,Pass,84.63636363636364,1181.0,151.0
556427,BBB,2013J,0-35,0,60,N,Withdrawn,95.16666666666667,141.0,20.0
556592,BBB,2013J,0-35,0,60,N,Pass,86.9090909090909,377.0,32.0
556637,BBB,2013J,0-35,0,60,N,Withdrawn,80.0,203.0,8.0
556738,BBB,2013J,0-35,0,120,N,Fail,,60.0,3.0
556972,BBB,2013J,0-35,0,60,N,Pass,82.0,651.0,77.0
557652,BBB,2013J,0-35,0,120,N,Fail,69.36363636363636,836.0,75.0
558035,BBB,2013J,0-35,0,120,N,Withdrawn,81.8,434.0,30.0
558333,BBB,2013J,0-35,0,60,N,Pass,85.55555555555556,106.0,10.0
558533,BBB,2013J,0-35,0,60,N,Pass,80.81818181818181,484.0,39.0
558661,BBB,2013J,0-35,0,60,N,Fail,65.5,242.0,24.0
558755,BBB,2013J,35-55,0,60,N,Fail,59.0,100.0,11.0
558962,BBB,2013J,0-35,0,60,N,Pass,76.36363636363636,562.0,42.0
558983,BBB,2013J,0-35,0,60,Y,Fail,78.8,1161.0,103.0
559139,BBB,2013J,35-55,0,60,N,Withdrawn,81.0,138.0,12.0
559168,BBB,2013J,35-55,0,60,N,Pass,80.7,247.0,40.0
559344,BBB,2013J,0-35,0,120,N,Withdrawn,58.2,501.0,51.0
559382,BBB,2013J,0-35,0,180,N,Pass,78.63636363636364,783.0,92.0
559414,BBB,2013J,35-55,0,60,N,Pass,81.72727272727273,628.0,62.0
559584,BBB,2013J,35-55,0,60,N,Pass,79.1,219.0,15.0
559685,BBB,2013J,35-55,0,60,N,Fail,81.28571428571429,543.0,35.0
559851,BBB,2013J,0-35,0,60,N,Pass,78.27272727272727,352.0,30.0
560030,BBB,2013J,0-35,1,120,N,Fail,54.0,259.0,25.0
560074,BBB,2013J,0-35,0,60,Y,Pass,84.81818181818181,748.0,58.0
560430,BBB,2013J,35-55,0,60,N,Fail,80.66666666666667,211.0,9.0
560490,BBB,2013J,0-35,0,210,N,Withdrawn,,,
560559,BBB,2013J,0-35,0,60,N,Withdrawn,,,
560567,BBB,2013J,0-35,0,120,N,Pass,66.72727272727273,298.0,32.0
560676,BBB,2013J,35-55,0,60,N,Fail,45.0,260.0,31.0
560773,BBB,2013J,0-35,0,120,N,Pass,91.1,1307.0,82.0
560920,BBB,2013J,35-55,0,120,N,Withdrawn,75.0,378.0,30.0
561312,BBB,2013J,0-35,0,60,N,Distinction,88.0,1115.0,110.0
561457,BBB,2013J,0-35,0,150,N,Pass,75.9090909090909,1062.0,104.0
561534,BBB,2013J,35-55,0,60,N,Pass,87.3,2406.0,109.0
561549,BBB,2013J,35-55,0,60,N,Fail,78.33333333333333,392.0,35.0
561591,BBB,2013J,0-35,0,60,N,Pass,83.9090909090909,328.0,41.0
561640,BBB,2013J,0-35,0,60,N,Distinction,87.54545454545455,617.0,41.0
561674,BBB,2013J,0-35,0,120,N,Withdrawn,,14.0,2.0
561841,BBB,2013J,0-35,0,60,N,Pass,79.45454545454545,1711.0,129.0
561932,BBB,2013J,35-55,0,60,N,Fail,,,
562090,BBB,2013J,35-55,0,60,N,Pass,73.0909090909091,730.0,58.0
562270,BBB,2013J,35-55,0,120,N,Pass,82.72727272727273,2944.0,129.0
562456,BBB,2013J,0-35,0,60,N,Fail,85.4,714.0,60.0
563022,BBB,2013J,0-35,0,120,N,Withdrawn,,,
563063,BBB,2013J,35-55,0,60,N,Withdrawn,,,
563174,BBB,2013J,0-35,0,60,N,Fail,62.5,33.0,4.0
563374,BBB,2013J,0-35,0,60,N,Fail,69.14285714285714,920.0,94.0
563706,BBB,2013J,35-55,0,60,N,Pass,76.72727272727273,1185.0,93.0
563733,BBB,2013J,35-55,0,60,N,Pass,64.45454545454545,343.0,28.0
563735,BBB,2013J,0-35,0,60,N,Pass,81.18181818181819,558.0,41.0
563769,BBB,2013J,0-35,0,60,N,Fail,49.54545454545455,217.0,25.0
563794,BBB,2013J,0-35,0,60,N,Pass,89.27272727272727,456.0,49.0
564105,BBB,2013J,0-35,0,60,N,Pass,87.27272727272727,2592.0,178.0
564129,BBB,2013J,35-55,0,60,N,Pass,80.6,157.0,20.0
564144,BBB,2013J,0-35,0,60,N,Pass,79.4,242.0,14.0
564245,BBB,2013J,0-35,0,60,N,Pass,80.11111111111111,645.0,52.0
564268,BBB,2013J,0-35,0,90,N,Pass,75.27272727272727,665.0,43.0
564300,BBB,2013J,35-55,0,120,N,Withdrawn,,,
564596,BBB,2013J,35-55,0,90,N,Withdrawn,68.11111111111111,274.0,21.0
564626,BBB,2013J,0-35,0,60,N,Fail,70.66666666666667,299.0,28.0
564791,BBB,2013J,0-35,0,120,N,Withdrawn,,,
564792,BBB,2013J,0-35,0,60,N,Fail,83.44444444444444,615.0,71.0
564898,BBB,2013J,0-35,0,75,N,Distinction,85.4,465.0,42.0
564930,BBB,2013J,0-35,0,60,N,Withdrawn,,,
564958,BBB,2013J,0-35,0,60,Y,Pass,71.11111111111111,929.0,66.0
564972,BBB,2013J,0-35,0,120,N,Withdrawn,,78.0,5.0
565035,BBB,2013J,0-35,0,120,N,Fail,,,
565393,BBB,2013J,0-35,0,60,N,Fail,65.4,395.0,22.0
565402,BBB,2013J,0-35,0,180,N,Withdrawn,65.0,1.0,1.0
565513,BBB,2013J,0-35,0,120,N,Distinction,93.27272727272727,1457.0,107.0
565518,BBB,2013J,35-55,0,330,N,Withdrawn,,,
565582,BBB,2013J,0-35,0,60,N,Pass,74.81818181818181,251.0,26.0
565607,BBB,2013J,0-35,0,120,N,Pass,69.72727272727273,638.0,72.0
565715,BBB,2013J,0-35,0,60,N,Pass,92.36363636363636,1200.0,84.0
565819,BBB,2013J,35-55,0,120,N,Withdrawn,,,
565888,BBB,2013J,0-35,0,60,N,Pass,85.54545454545455,739.0,30.0
565919,BBB,2013J,0-35,0,60,N,Pass,79.5,1404.0,70.0
566133,BBB,2013J,0-35,0,60,N,Distinction,84.0,432.0,54.0
566339,BBB,2013J,0-35,0,60,Y,Pass,55.111111111111114,155.0,21.0
566346,BBB,2013J,35-55,0,60,N,Distinction,89.27272727272727,4577.0,238.0
566358,BBB,2013J,0-35,0,120,N,Fail,76.55555555555556,335.0,31.0
566369,BBB,2013J,35-55,0,60,N,Pass,80.0,925.0,67.0
566392,BBB,2013J,35-55,0,150,Y,Fail,84.72727272727273,1055.0,88.0
566407,BBB,2013J,0-35,0,60,N,Pass,84.33333333333333,380.0,36.0
566415,BBB,2013J,0-35,0,60,N,Pass,61.142857142857146,273.0,15.0
566720,BBB,2013J,35-55,0,60,N,Pass,84.3,1092.0,98.0
566813,BBB,2013J,0-35,0,60,N,Pass,81.5,358.0,40.0
566814,BBB,2013J,0-35,0,60,N,Pass,93.54545454545455,570.0,34.0
567013,BBB,2013J,35-55,0,60,Y,Fail,56.8,44.0,3.0
567033,BBB,2013J,0-35,0,120,Y,Distinction,82.72727272727273,733.0,89.0
567059,BBB,2013J,0-35,0,120,N,Withdrawn,72.44444444444444,97.0,11.0
567145,BBB,2013J,0-35,0,60,N,Withdrawn,,,
567160,BBB,2013J,0-35,0,60,N,Fail,76.375,106.0,9.0
567262,BBB,2013J,0-35,0,60,N,Pass,70.0,247.0,26.0
567363,BBB,2013J,0-35,0,90,N,Pass,87.72727272727273,334.0,44.0
567402,BBB,2013J,35-55,0,60,Y,Pass,69.45454545454545,414.0,92.0
567429,BBB,2013J,0-35,0,60,N,Pass,88.11111111111111,313.0,33.0
567500,BBB,2013J,0-35,0,60,N,Distinction,79.0,776.0,60.0
567598,BBB,2013J,0-35,0,120,N,Withdrawn,,,
567627,BBB,2013J,0-35,0,120,N,Pass,78.0,362.0,33.0
567754,BBB,2013J,0-35,0,120,N,Pass,94.72727272727273,1623.0,142.0
567915,BBB,2013J,35-55,0,60,N,Fail,52.111111111111114,263.0,25.0
567925,BBB,2013J,0-35,0,60,N,Withdrawn,,,
567929,BBB,2013J,35-55,0,60,N,Fail,73.77777777777777,819.0,63.0
567958,BBB,2013J,35-55,0,60,Y,Pass,89.0,191.0,27.0
567979,BBB,2013J,0-35,0,60,N,Pass,80.2,116.0,20.0
568074,BBB,2013J,0-35,0,120,N,Pass,82.33333333333333,647.0,45.0
568293,BBB,2013J,0-35,0,120,N,Withdrawn,,,
568370,BBB,2013J,35-55,0,120,N,Withdrawn,83.6923076923077,2590.0,95.0
568474,BBB,2013J,35-55,0,120,N,Pass,63.7,366.0,44.0
568502,BBB,2013J,0-35,0,120,N,Pass,60.81818181818182,266.0,39.0
568523,BBB,2013J,0-35,0,60,N,Withdrawn,,,
568533,BBB,2013J,0-35,0,90,N,Distinction,79.18181818181819,192.0,16.0
568609,BBB,2013J,55<=,0,60,N,Withdrawn,84.6,87.0,18.0
568775,BBB,2013J,0-35,0,60,N,Withdrawn,70.8,389.0,41.0
569035,BBB,2013J,35-55,0,60,N,Pass,87.0,1104.0,101.0
569141,BBB,2013J,0-35,0,60,N,Pass,78.6,268.0,21.0
569334,BBB,2013J,0-35,0,120,N,Fail,65.33333333333333,85.0,6.0
569426,BBB,2013J,0-35,0,60,N,Withdrawn,,,
569854,BBB,2013J,0-35,0,60,N,Pass,79.18181818181819,425.0,52.0
569862,BBB,2013J,0-35,0,60,N,Pass,87.45454545454545,442.0,51.0
569930,BBB,2013J,0-35,0,90,N,Pass,84.72727272727273,1076.0,113.0
570137,BBB,2013J,35-55,0,60,N,Pass,90.18181818181819,1329.0,103.0
570157,BBB,2013J,35-55,0,60,N,Pass,88.9090909090909,1387.0,100.0
570168,BBB,2013J,0-35,0,90,N,Pass,67.36363636363636,10433.0,162.0
570177,BBB,2013J,0-35,0,180,N,Withdrawn,,42.0,6.0
570271,BBB,2013J,0-35,0,120,N,Pass,86.0909090909091,2855.0,152.0
570287,BBB,2013J,0-35,0,75,N,Pass,65.3,469.0,28.0
570351,BBB,2013J,0-35,0,60,N,Pass,84.5,339.0,29.0
